dates,staff,ctv_collected,canvass_period,dow,doors_knocked,doors_rate,doors_contacted
2020-10-21,Kathleen Sebelius,14,1,Wed,0,0.018535948055796326,0
2020-08-01,Ray LaHood,19,1,Sat,92,0.1798516786773689,16
2020-09-28,Ray LaHood,41,1,Mon,0,0.50122135191923,0
2020-09-02,Steven Chu,17,1,Wed,0,0.6392089115921408,0
2020-04-08,Leon Panetta,40,1,Wed,0,0.44699859933461994,0
2020-08-20,Gina McCarthy,13,1,Thu,17,0.07876318079652264,1
2020-07-29,Robert Gates,16,1,Wed,0,0.6409307644586079,0
2020-06-15,John King Jr.,6,1,Mon,0,0.4709607686381787,0
2020-05-03,Leon Panetta,10,1,Sun,60,0.4187837095116265,25
2020-07-08,Kathleen Sebelius,23,1,Wed,0,0.7221163730602711,0
2020-04-10,Sloan D. Gibson,9,1,Fri,68,0.0035585927660576997,0
2020-07-31,Shaun Donovan,7,1,Fri,20,0.2675413202960044,5
2020-04-27,Demetrios Marantis,34,1,Mon,0,0.5912547487416304,0
2020-10-16,Shaun Donovan,9,1,Fri,44,0.42174773511942476,18
2020-04-18,Peter R. Orszag,8,1,Sat,198,0.6376047235680744,126
2020-10-02,Arne Duncan,8,1,Fri,27,0.5325938099646009,14
2020-05-05,Rebecca Blank,13,1,Tue,0,0.22794351862976328,0
2020-05-15,Sally Jewell,12,1,Fri,44,0.4666437431005761,20
2020-06-04,Sloan D. Gibson,4,1,Thu,40,0.4744571316288784,18
2020-07-09,Rosemary DiCarlo,33,1,Thu,46,0.04670568185392767,2
2020-04-09,Edward C. Hugler,16,1,Thu,24,0.31915742621058596,7
2020-04-09,Loretta Lynch,20,1,Thu,29,0.2149949364247732,6
2020-08-18,Cameron Kerry,10,1,Tue,0,0.5658230314496905,0
2020-08-04,Tom Perez,15,1,Tue,0,0.22964467824203894,0
2020-07-22,Janet Napolitano,28,1,Wed,0,0.36206280037295074,0
2020-09-12,Karen Mills,11,1,Sat,62,0.41477446765638887,25
2020-07-07,Jeanne Hulit,22,1,Tue,0,0.47180795574095097,0
2020-08-25,Tom Vilsack,9,1,Tue,0,0.13116919426247478,0
2020-05-11,Jeanne Hulit,78,1,Mon,0,0.008956681273411959,0
2020-08-26,Julian Castro,41,1,Wed,0,0.2888455822947435,0
2020-06-17,Sally Jewell,8,1,Wed,0,0.08536976595642044,0
2020-08-30,Ken Salazar,2,1,Sun,35,0.8268851195229218,28
2020-07-09,Rebecca Blank,30,1,Thu,24,0.23962623121915386,5
2020-09-29,Loretta Lynch,8,1,Tue,0,0.08690340502653271,0
2020-10-24,Penny Pritzker,6,1,Sat,46,0.48071079133078454,22
2020-09-04,Ash Carter,5,1,Fri,58,0.7911751987761818,45
2020-10-21,Rahm Emanuel,8,1,Wed,0,0.16799478660104797,0
2020-04-19,Michael Froman,3,1,Sun,43,0.2380431583849713,10
2020-08-24,Rahm Emanuel,24,1,Mon,0,0.7964934486197307,0
2020-05-27,Pete Rouse,14,1,Wed,0,0.2816230957047082,0
2020-06-11,Jeh Johnson,22,1,Thu,16,0.6537444986286572,10
2020-07-13,Shaun Donovan,4,1,Mon,0,0.7912909318576566,0
2020-10-10,Leon Panetta,9,1,Sat,73,0.33008273751474915,24
2020-10-06,Pete Rouse,27,1,Tue,0,0.5816749662160873,0
2020-04-17,Ron Kirk,16,1,Fri,50,0.07189822612563147,3
2020-06-22,Penny Pritzker,4,1,Mon,0,0.33916089925915,0
2020-07-13,Eric Holder,16,1,Mon,0,0.07177228267537429,0
2020-07-24,Seth Harris,18,1,Fri,27,0.1198446870665066,3
2020-08-05,Jeh Johnson,29,1,Wed,0,0.18606892426032573,0
2020-08-01,Anthony Foxx,12,1,Sat,115,0.3083567007211968,35
2020-09-15,Ash Carter,9,1,Tue,0,0.46979312770999965,0
2020-05-23,Janet Napolitano,14,1,Sat,63,0.15086909506935625,9
2020-06-16,Rand Beers,30,1,Tue,0,0.4052488381625153,0
2020-09-21,Eric Holder,16,1,Mon,0,0.004340536775998771,0
2020-11-02,John Kerry,15,1,Mon,0,0.08522244330961257,0
2020-09-01,Ray LaHood,15,1,Tue,0,0.3154626544914208,0
2020-05-11,Jason Furman,20,1,Mon,0,0.7564522788277827,0
2020-08-24,Rand Beers,18,1,Mon,0,0.8274987222743221,0
2020-05-03,Susan Rice,5,1,Sun,43,0.5047898035729304,21
2020-08-13,Gina McCarthy,7,1,Thu,37,0.7035830454784445,26
2020-11-02,Shaun Donovan,22,1,Mon,0,0.49233273350400847,0
2020-04-20,Edward C. Hugler,14,1,Mon,0,0.519999020837713,0
2020-09-02,Jeffrey Zients,4,1,Wed,0,0.3691420459304936,0
2020-04-16,Karen Mills,3,1,Thu,20,0.571167222619988,11
2020-06-11,Pete Rouse,11,1,Thu,36,0.4791983992559835,17
2020-07-14,Jack Lew,27,1,Tue,0,0.2203165546292439,0
2020-05-08,Ken Salazar,34,1,Fri,30,0.3911748806363903,11
2020-09-03,Austan Goolsbee,16,1,Thu,0,0.5028727084747515,0
2020-08-27,Karen Mills,1,1,Thu,19,0.8355639715795405,15
2020-09-22,Penny Pritzker,18,1,Tue,0,0.7686581552610733,0
2020-08-07,Michael Scuse,11,1,Fri,81,0.19157909190980718,15
2020-06-17,Joe Biden,10,1,Wed,0,0.7235255652456544,0
2020-04-20,Edward C. Hugler,7,1,Mon,0,0.3806400854606181,0
2020-08-27,Steven Chu,34,1,Thu,0,0.631303390674293,0
2020-07-09,Austan Goolsbee,37,1,Thu,25,0.8264077667728997,20
2020-05-22,John King Jr.,18,1,Fri,56,0.25557144642807544,14
2020-09-12,Eric Holder,14,1,Sat,89,0.09357184156542643,8
2020-07-26,Jason Furman,7,1,Sun,37,0.7499631704995409,27
2020-08-25,Lisa P. Jackson,18,1,Tue,0,0.48855569085571915,0
2020-04-11,Ron Kirk,13,1,Sat,96,0.5805109038250521,55
2020-04-26,Jeanne Hulit,4,1,Sun,58,0.29102205503731965,16
2020-11-03,Maria Contreras-Sweet,10,1,Tue,0,0.4645219793077558,0
2020-09-08,Demetrios Marantis,22,1,Tue,0,0.3974976441822946,0
2020-07-08,Demetrios Marantis,11,1,Wed,0,0.3564475697465241,0
2020-05-01,Jason Furman,10,1,Fri,60,0.07123092018300667,4
2020-10-21,Jack Lew,23,1,Wed,0,0.33193775186082347,0
2020-08-11,Maria Contreras-Sweet,9,1,Tue,0,0.5477796450257301,0
2020-08-10,Edward C. Hugler,26,1,Mon,0,0.8028496347367763,0
2020-10-04,Chuck Hagel,16,1,Sun,26,0.12029639614047483,3
2020-04-21,Shaun Donovan,14,1,Tue,0,0.6229494631406851,0
2020-07-25,Samantha Power,15,1,Sat,65,0.030174803675618023,1
2020-08-15,Ernest Moniz,4,1,Sat,72,0.21652056544553488,15
2020-10-19,Sally Jewell,25,1,Mon,0,0.637637748545967,0
2020-09-17,Austan Goolsbee,2,1,Thu,20,0.6615284496219829,13
2020-11-03,Robert Gates,19,1,Tue,0,0.2532489122939296,0
2020-09-08,Timothy Geithner,28,1,Tue,0,0.6602815037826076,0
2020-10-06,Alan Krueger,18,1,Tue,0,0.24717968183103947,0
2020-10-22,Shaun Donovan,36,1,Thu,0,0.12100137290544807,0
2020-09-29,Karen Mills,18,1,Tue,0,0.7134481829940341,0
2020-09-10,Hillary Clinton,35,1,Thu,0,0.2161564543377608,0
2020-05-04,Peter R. Orszag,14,1,Mon,0,0.3468962013837881,0
2020-09-14,Austan Goolsbee,24,1,Mon,0,0.2733371059526689,0
2020-10-25,Ash Carter,10,1,Sun,19,0.22453463050769643,4
2020-07-13,Loretta Lynch,15,1,Mon,0,0.15485867495881392,0
2020-07-14,Gary Locke,23,1,Tue,0,0.013420353806577622,0
2020-04-16,Kathleen Sebelius,6,1,Thu,0,0.7886341684497893,0
2020-08-21,Tom Perez,30,1,Fri,29,0.4987693066825159,14
2020-05-08,Hillary Clinton,18,1,Fri,83,0.4923966284608468,40
2020-07-28,Edward C. Hugler,35,1,Tue,0,0.5890053173410706,0
2020-06-09,Hilda Solis,11,1,Tue,0,0.752749404835049,0
2020-07-03,Eric Shinseki,27,1,Fri,15,0.7054372307960876,10
2020-08-02,Rahm Emanuel,16,1,Sun,77,0.4806109621771611,37
2020-10-30,Janet Napolitano,3,1,Fri,34,0.7131637227372266,24
2020-09-08,John Kerry,18,1,Tue,0,0.12780052460730076,0
2020-10-30,Cameron Kerry,6,1,Fri,19,0.5519441964221187,10
2020-09-16,Seth Harris,25,1,Wed,0,0.3791121476679109,0
2020-05-14,Eric Holder,9,1,Thu,68,0.572367683891207,38
2020-05-10,Seth Harris,14,1,Sun,43,0.6192100455984473,26
2020-06-12,Arne Duncan,6,1,Fri,63,0.7568677637726068,47
2020-04-29,Anthony Foxx,12,1,Wed,0,0.09093083405168727,0
2020-07-18,Rebecca Blank,4,1,Sat,42,0.7156335773412138,30
2020-07-05,Loretta Lynch,1,1,Sun,39,0.39957782296696676,15
2020-04-24,Edward C. Hugler,11,1,Fri,46,0.37416288889944554,17
2020-07-07,Robert Gates,30,1,Tue,0,0.6188666625763289,0
2020-09-06,John Bryson,3,1,Sun,42,0.802821375336498,33
2020-09-22,Peter R. Orszag,20,1,Tue,0,0.6326676492812112,0
2020-09-04,Bob McDonald,5,1,Fri,25,0.4696618245681748,11
2020-05-28,Peter R. Orszag,5,1,Thu,44,0.7911360080353915,34
2020-10-15,Jeh Johnson,15,1,Thu,0,0.3839239523746073,0
2020-04-21,Anthony Foxx,15,1,Tue,0,0.2173165793879889,0
2020-05-14,Janet Napolitano,17,1,Thu,33,0.0310748016112484,1
2020-04-29,William M. Daley,18,1,Wed,0,0.7297743580420502,0
2020-09-30,Miriam Sapiro,35,1,Wed,0,0.1806756296311505,0
2020-09-10,Julian Castro,5,1,Thu,0,0.5922485448420047,0
2020-08-24,Karen Mills,13,1,Mon,0,0.7156750434078276,0
2020-07-06,Alan Krueger,23,1,Mon,0,0.569830411602743,0
2020-07-05,Rebecca Blank,11,1,Sun,25,0.022465517686214298,0
2020-05-29,Alan Krueger,8,1,Fri,44,0.07783049333374947,3
2020-04-23,Tom Perez,21,1,Thu,0,0.7880654056672938,0
2020-08-25,Miriam Sapiro,14,1,Tue,0,0.4056659283232875,0
2020-06-26,Miriam Sapiro,3,1,Fri,46,0.7572256542975083,34
2020-08-04,Miriam Sapiro,13,1,Tue,0,0.48820093100657685,0
2020-10-24,Sally Jewell,6,1,Sat,29,0.36348356847884133,10
2020-06-16,John King Jr.,8,1,Tue,0,0.7981394906062632,0
2020-09-13,Gina McCarthy,10,1,Sun,33,0.5633657597121783,18
2020-10-10,John King Jr.,5,1,Sat,136,0.7842038153787143,106
2020-09-05,John King Jr.,18,1,Sat,90,0.03174063414335251,2
2020-10-03,Ash Carter,9,1,Sat,85,0.7515594482189044,63
2020-04-01,Maria Contreras-Sweet,35,1,Wed,0,0.024375008244533092,0
2020-06-05,Cameron Kerry,4,1,Fri,78,0.2694298743735999,21
2020-07-19,Tom Vilsack,5,1,Sun,37,0.6565533243352547,24
2020-06-24,Rand Beers,15,1,Wed,0,0.7273737911367789,0
2020-09-06,Jason Furman,26,1,Sun,40,0.1195302282110788,4
2020-05-15,Hillary Clinton,3,1,Fri,19,0.5633693362702615,10
2020-04-28,Gary Locke,14,1,Tue,0,0.30878313165158033,0
2020-04-27,Hilda Solis,5,1,Mon,0,0.12010488661471753,0
2020-06-08,Edward C. Hugler,17,1,Mon,0,0.2548512134817429,0
2020-07-28,John Kerry,16,1,Tue,0,0.24744577858364208,0
2020-08-14,Sloan D. Gibson,4,1,Fri,57,0.46787891926942393,26
2020-06-28,Rahm Emanuel,9,1,Sun,20,0.3081614782800898,6
2020-08-01,Sally Jewell,6,1,Sat,73,0.785305057442747,57
2020-05-04,Hilda Solis,5,1,Mon,0,0.6490265987580642,0
2020-09-28,Janet Napolitano,24,1,Mon,0,0.16560796248959378,0
2020-05-16,Hilda Solis,6,1,Sat,115,0.3666772874072194,42
2020-07-07,Bob Perciasepe,9,1,Tue,0,0.6525205015786923,0
2020-09-10,Anthony Foxx,6,1,Thu,0,0.3151414533727802,0
2020-07-14,Ron Kirk,24,1,Tue,0,0.7185206426307559,0
2020-06-14,Susan Rice,7,1,Sun,22,0.3862481471383944,8
2020-10-04,Robert Gates,8,1,Sun,38,0.7311250458355062,27
2020-11-03,Gary Locke,16,1,Tue,0,0.7260628369404003,0
2020-07-23,Ash Carter,8,1,Thu,0,0.08972932051401585,0
2020-08-19,Samantha Power,39,1,Wed,0,0.5247554152156226,0
2020-04-22,Bob Perciasepe,9,1,Wed,0,0.15058077544672413,0
2020-04-12,John King Jr.,7,1,Sun,19,0.09230401861714199,1
2020-05-11,Loretta Lynch,24,1,Mon,0,0.17452245217282325,0
2020-06-26,Pete Rouse,13,1,Fri,20,0.2685157952248119,5
2020-09-17,Michael Froman,10,1,Thu,21,0.007283446402288973,0
2020-04-17,Michael Froman,8,1,Fri,76,0.5031683771405369,38
2020-09-16,Austan Goolsbee,29,1,Wed,0,0.7966409189044498,0
2020-05-11,Sally Jewell,2,1,Mon,0,0.39304285584948956,0
2020-09-12,Penny Pritzker,2,1,Sat,29,0.6328467473271303,18
2020-08-18,John Bryson,5,1,Tue,0,0.6681175246485509,0
2020-08-31,Tom Perez,11,1,Mon,0,0.599712442769669,0
2020-10-07,Pete Rouse,13,1,Wed,0,0.603425859217532,0
2020-10-07,Shaun Donovan,39,1,Wed,0,0.4687249426846392,0
2020-04-27,Shaun Donovan,63,1,Mon,0,0.5877988593187183,0
2020-06-11,Ash Carter,4,1,Thu,17,0.121255009889137,2
2020-06-30,Rand Beers,6,1,Tue,0,0.45042059338884427,0
2020-09-01,Rosemary DiCarlo,14,1,Tue,0,0.04383435939671471,0
2020-04-06,Chuck Hagel,14,1,Mon,0,0.10729002418229357,0
2020-04-20,Samantha Power,24,1,Mon,0,0.7135036912863143,0
2020-09-14,Lisa P. Jackson,11,1,Mon,0,0.794460561661981,0
2020-09-16,Samantha Power,14,1,Wed,0,0.7033458635909483,0
2020-10-30,Michael Scuse,21,1,Fri,66,0.33650831899140027,22
2020-06-15,John King Jr.,9,1,Mon,0,0.4502099574310705,0
2020-09-19,Leon Panetta,13,1,Sat,58,0.3159154015826061,18
2020-09-12,Hillary Clinton,33,1,Sat,87,0.20073590883985162,17
2020-10-19,Miriam Sapiro,17,1,Mon,0,0.7146781726391055,0
2020-07-08,John Bryson,9,1,Wed,0,0.15296088183531537,0
2020-05-18,Anthony Foxx,16,1,Mon,0,0.024130172538571058,0
2020-06-08,Bob McDonald,24,1,Mon,0,0.18967223290819674,0
2020-04-03,Ken Salazar,5,1,Fri,51,0.5112070049159229,26
2020-07-22,Penny Pritzker,15,1,Wed,0,0.22845629240619017,0
2020-04-20,Denis McDonough,11,1,Mon,0,0.3359126295079477,0
2020-08-14,Ray LaHood,3,1,Fri,58,0.23922054123831912,13
2020-08-24,Rand Beers,5,1,Mon,0,0.12080369761679322,0
2020-07-18,Rand Beers,11,1,Sat,40,0.40733651877380905,16
2020-05-26,Bob Perciasepe,9,1,Tue,0,0.4731585392379202,0
2020-07-01,Jeh Johnson,28,1,Wed,0,0.18035889782477169,0
2020-10-06,Kathleen Sebelius,5,1,Tue,0,0.1089174994151108,0
2020-05-11,Eric Shinseki,36,1,Mon,0,0.6414123145979829,0
2020-07-13,Julian Castro,20,1,Mon,0,0.054639938531909134,0
2020-10-09,Seth Harris,2,1,Fri,74,0.8269005468930117,61
2020-09-21,William M. Daley,22,1,Mon,0,0.8112962406827137,0
2020-07-22,Anthony Foxx,16,1,Wed,0,0.3148963615763932,0
2020-07-31,Tom Perez,2,1,Fri,35,0.7482839085976593,26
2020-08-09,Pete Rouse,14,1,Sun,30,0.40059829521924256,12
2020-07-31,Sylvia Mathews Burwell,2,1,Fri,46,0.7432118671364151,34
2020-10-15,Alan Krueger,27,1,Thu,18,0.28026907062157985,5
2020-10-03,Karen Mills,19,1,Sat,42,0.19157530299853534,8
2020-10-25,John King Jr.,13,1,Sun,88,0.37544175144284964,33
2020-06-01,Bob McDonald,17,1,Mon,0,0.07128248203080147,0
2020-10-21,Gary Locke,6,1,Wed,0,0.40292828585952517,0
2020-08-10,Ash Carter,23,1,Mon,0,0.13568805388640612,0
2020-06-21,Pete Rouse,13,1,Sun,38,0.4984750728355721,18
2020-07-29,Bob Perciasepe,9,1,Wed,0,7.544641615822911e-4,0
2020-09-09,John Kerry,18,1,Wed,0,0.07359630889259279,0
2020-08-07,Gina McCarthy,5,1,Fri,31,0.43722371449694036,13
2020-10-24,Sally Jewell,4,1,Sat,39,0.8079957185895182,31
2020-04-22,Seth Harris,2,1,Wed,0,0.18978709856746717,0
2020-04-21,Christina Romer,20,1,Tue,0,0.3127252538688481,0
2020-06-03,Shaun Donovan,6,1,Wed,0,0.3599032966885716,0
2020-04-19,Rosemary DiCarlo,8,1,Sun,15,0.4877745507401414,7
2020-06-12,Gary Locke,7,1,Fri,22,0.6461806373670697,14
2020-07-29,Gina McCarthy,28,1,Wed,0,0.10236196491168811,0
2020-05-28,Rand Beers,36,1,Thu,0,0.3566698429756798,0
2020-05-31,Miriam Sapiro,6,1,Sun,22,0.24337759278714657,5
2020-06-10,Jeffrey Zients,12,1,Wed,0,0.12605851758271455,0
2020-10-31,William M. Daley,14,1,Sat,69,0.5397746519767679,37
2020-09-30,Penny Pritzker,20,1,Wed,0,0.05958189140073955,0
2020-10-12,Hillary Clinton,9,1,Mon,0,0.14125284400070084,0
2020-09-14,Steven Chu,21,1,Mon,0,0.6889175232267007,0
2020-04-01,Sloan D. Gibson,16,1,Wed,0,0.17232831493020057,0
2020-07-22,John Kerry,23,1,Wed,0,0.15936485988786445,0
2020-04-11,John Kerry,20,1,Sat,95,0.30185638952534644,28
2020-07-21,Ken Salazar,3,1,Tue,0,0.2020713036414236,0
2020-09-21,Kathleen Sebelius,7,1,Mon,0,0.15447823976865038,0
2020-07-16,Steven Chu,18,1,Thu,37,0.30373946615727615,11
2020-08-20,Susan Rice,15,1,Thu,0,0.5398257627966814,0
2020-08-28,Cameron Kerry,7,1,Fri,88,0.5330278317793272,46
2020-10-31,Ash Carter,20,1,Sat,94,0.5022692804690451,47
2020-05-23,Samantha Power,27,1,Sat,71,0.3305559678818099,23
2020-08-05,William M. Daley,13,1,Wed,0,0.05734910211758688,0
2020-08-21,Jack Lew,5,1,Fri,38,0.18011664934456348,6
2020-10-27,Austan Goolsbee,16,1,Tue,0,0.36758088070200756,0
2020-07-23,Loretta Lynch,4,1,Thu,25,0.10807593185454607,2
2020-04-06,Alan Krueger,5,1,Mon,0,0.7379275267128832,0
2020-09-13,John Kerry,4,1,Sun,80,0.7295604348648339,58
2020-05-02,Shaun Donovan,2,1,Sat,50,0.5667280532303266,28
2020-10-16,Anthony Foxx,31,1,Fri,21,0.8291138432221486,17
2020-08-01,Miriam Sapiro,21,1,Sat,115,0.0783394024008885,9
2020-09-29,Pete Rouse,5,1,Tue,0,0.4815461519639939,0
2020-06-07,Ron Kirk,34,1,Sun,0,0.20461753889685497,0
2020-10-09,Susan Rice,1,1,Fri,70,0.627711673581507,43
2020-05-16,Ash Carter,19,1,Sat,92,0.018061720044352112,1
2020-09-18,Bob McDonald,11,1,Fri,89,0.5646656278055161,50
2020-04-26,Kathleen Sebelius,8,1,Sun,18,0.5624077149434015,10
2020-07-24,Daniel Poneman,21,1,Fri,59,0.26270384519593787,15
2020-06-03,Neal S. Wolin,15,1,Wed,0,0.22735027684830128,0
2020-04-07,Rand Beers,17,1,Tue,0,0.3422102574026212,0
2020-04-13,Rebecca Blank,27,1,Mon,0,0.6655349568114616,0
2020-11-02,Julian Castro,25,1,Mon,0,0.44630027597304434,0
2020-05-25,Demetrios Marantis,14,1,Mon,0,0.6506681734113954,0
2020-07-30,Denis McDonough,25,1,Thu,31,0.13398774032248184,4
2020-09-25,Demetrios Marantis,6,1,Fri,30,0.786271968006622,23
2020-07-15,Janet Napolitano,18,1,Wed,0,0.01497926211450249,0
2020-05-19,Tom Vilsack,22,1,Tue,0,0.5970303264097311,0
2020-04-23,Jeanne Hulit,28,1,Thu,0,0.30885187194216995,0
2020-09-26,Anthony Foxx,19,1,Sat,69,0.11064771915553137,7
2020-08-10,Kathleen Sebelius,18,1,Mon,0,0.0976222866680473,0
2020-08-15,Lisa P. Jackson,20,1,Sat,118,0.08148022420937195,9
2020-06-14,Jeh Johnson,12,1,Sun,26,0.43952624112134797,11
2020-08-21,Loretta Lynch,14,1,Fri,72,0.28111473602475595,20
2020-05-28,Chuck Hagel,2,1,Thu,26,0.7424473705235869,19
2020-04-04,Chuck Hagel,7,1,Sat,22,0.48959518761839715,10
2020-06-06,Miriam Sapiro,12,1,Sat,22,0.3730552608030848,8
2020-04-07,Peter R. Orszag,26,1,Tue,0,0.4336450144764967,0
2020-08-02,Bob McDonald,14,1,Sun,22,0.08934522623894736,1
2020-07-30,Pete Rouse,40,1,Thu,18,0.6468213031766936,11
2020-05-28,Julian Castro,20,1,Thu,0,0.2105771046713926,0
2020-10-26,Cameron Kerry,17,1,Mon,0,0.310483892087359,0
2020-09-17,Jack Lew,16,1,Thu,0,0.8016440532403066,0
2020-09-27,Cameron Kerry,10,1,Sun,29,0.12913944926112889,3
2020-07-13,Edward C. Hugler,3,1,Mon,0,0.5998437302769162,0
2020-07-08,Lisa P. Jackson,42,1,Wed,0,0.6430576649028807,0
2020-05-23,Eric Shinseki,49,1,Sat,35,0.49154970793752,17
2020-10-12,Neal S. Wolin,14,1,Mon,0,0.5010001210612245,0
2020-10-09,Timothy Geithner,7,1,Fri,54,0.7077761301770806,38
2020-07-06,Sylvia Mathews Burwell,9,1,Mon,0,0.22377975865965707,0
2020-08-17,Penny Pritzker,27,1,Mon,0,0.4074958830140531,0
2020-07-17,Bob Perciasepe,5,1,Fri,22,0.6143670934485271,13
2020-11-01,Michael Scuse,2,1,Sun,38,0.8475524345645681,32
2020-10-21,William M. Daley,7,1,Wed,0,0.779275399481412,0
2020-10-22,Neal S. Wolin,5,1,Thu,18,0.7052733469754457,12
2020-09-02,Bob Perciasepe,4,1,Wed,0,0.20295483282534404,0
2020-06-01,Michael Froman,19,1,Mon,0,0.7401199279236607,0
2020-07-05,Anthony Foxx,21,1,Sun,51,0.04607222912600264,2
2020-08-30,Joe Biden,15,1,Sun,79,0.6498247845214792,51
2020-05-21,John King Jr.,21,1,Thu,20,0.06924719843082129,1
2020-10-25,Jason Furman,9,1,Sun,32,0.45410164012573656,14
2020-06-03,Cameron Kerry,19,1,Wed,0,0.8317877629073337,0
2020-04-17,Lisa P. Jackson,12,1,Fri,88,0.5479755500447936,48
2020-04-12,Ash Carter,24,1,Sun,22,0.6109990889555774,13
2020-07-26,Christina Romer,1,1,Sun,26,0.8499506717198528,22
2020-07-28,Kathleen Sebelius,12,1,Tue,0,0.22304401660803705,0
2020-08-03,Pete Rouse,6,1,Mon,0,0.26942030581412835,0
2020-09-29,Jack Lew,23,1,Tue,0,0.37347682878607885,0
2020-04-19,Demetrios Marantis,7,1,Sun,101,0.6967935066670179,70
2020-07-10,Shaun Donovan,37,1,Fri,132,0.3021772401523776,39
2020-04-20,Rebecca Blank,8,1,Mon,0,0.23620038254885004,0
2020-06-23,Rebecca Blank,28,1,Tue,0,0.3465122505906038,0
2020-06-25,Cameron Kerry,9,1,Thu,25,0.5965363190742209,14
2020-09-06,Hillary Clinton,2,1,Sun,31,0.7412952337530442,22
2020-09-16,Rahm Emanuel,13,1,Wed,0,0.3603981441352516,0
2020-10-15,Edward C. Hugler,6,1,Thu,0,0.01999466009438038,0
2020-08-02,Steven Chu,18,1,Sun,57,0.2636332395020872,15
2020-09-29,Michael Froman,28,1,Tue,0,0.38576881532790136,0
2020-07-11,Seth Harris,15,1,Sat,148,0.14147634028922765,20
2020-09-19,Susan Rice,19,1,Sat,59,0.1158472784096375,6
2020-08-29,Julian Castro,3,1,Sat,141,0.56557376581477,79
2020-10-17,Susan Rice,34,1,Sat,72,0.1949349778238684,14
2020-04-08,John Bryson,19,1,Wed,0,0.3457335356157273,0
2020-05-06,Gina McCarthy,10,1,Wed,0,0.18386217387160286,0
2020-08-17,Lisa P. Jackson,19,1,Mon,0,0.8357954377424903,0
2020-07-13,Ron Kirk,25,1,Mon,0,0.17237491349224002,0
2020-06-03,Susan Rice,8,1,Wed,0,0.780285915674176,0
2020-09-27,Karen Mills,8,1,Sun,0,0.7348616913077421,0
2020-05-11,Demetrios Marantis,20,1,Mon,0,0.620181526010856,0
2020-05-30,Ash Carter,8,1,Sat,36,0.6572550097247586,23
2020-06-12,Lisa P. Jackson,2,1,Fri,34,0.8331557187950238,28
2020-09-13,Lisa P. Jackson,21,1,Sun,41,0.2667625497095287,10
2020-04-14,Susan Rice,7,1,Tue,0,0.22310650999424977,0
2020-07-25,Leon Panetta,12,1,Sat,107,0.3057294922065921,32
2020-07-30,Gina McCarthy,28,1,Thu,25,0.4929701882880181,12
2020-10-02,Christina Romer,31,1,Fri,62,0.3106270957156084,19
2020-06-20,Ken Salazar,7,1,Sat,95,0.5549113414250314,52
2020-04-08,Jeffrey Zients,31,1,Wed,0,0.5972325082169846,0
2020-06-01,Jack Lew,15,1,Mon,0,0.29296833454864096,0
2020-08-15,Joe Biden,5,1,Sat,100,0.01739803657401353,1
2020-08-04,Susan Rice,17,1,Tue,0,0.05305806006072089,0
2020-10-01,Steven Chu,24,1,Thu,0,0.3105232130503282,0
2020-10-23,Anthony Foxx,6,1,Fri,43,0.500175889476668,21
2020-09-01,Joe Biden,18,1,Tue,0,0.40952841116813943,0
2020-10-29,Daniel Poneman,34,1,Thu,30,0.8159918104181997,24
2020-10-18,Miriam Sapiro,6,1,Sun,37,0.6067440826212988,22
2020-09-18,Neal S. Wolin,3,1,Fri,55,0.7459972872864454,41
2020-07-12,Bob Perciasepe,12,1,Sun,56,0.6159380441415123,34
2020-10-21,Loretta Lynch,7,1,Wed,0,0.5373647165950387,0
2020-07-08,Demetrios Marantis,25,1,Wed,0,0.2298473223578185,0
2020-10-05,John Kerry,9,1,Mon,0,0.5837463749921881,0
2020-09-22,William M. Daley,35,1,Tue,0,0.15208785235881805,0
2020-05-23,Timothy Geithner,9,1,Sat,112,0.002691663347650319,0
2020-07-02,Jeffrey Zients,24,1,Thu,15,0.5256156744086183,7
2020-10-16,Maria Contreras-Sweet,4,1,Fri,38,0.5980885464698076,22
2020-10-18,Denis McDonough,12,1,Sun,55,0.007109460269566625,0
2020-04-02,Eric Shinseki,13,1,Thu,36,0.6268954168190248,22
2020-06-18,Jeffrey Zients,19,1,Thu,18,0.1929766672081314,3
2020-06-29,Michael Froman,17,1,Mon,0,0.2625395768438466,0
2020-06-01,Neal S. Wolin,16,1,Mon,0,0.6143462780863046,0
2020-07-30,Eric Holder,30,1,Thu,0,0.8233362322673201,0
2020-05-01,Neal S. Wolin,3,1,Fri,20,0.8013276376877911,16
2020-08-08,Michael Froman,2,1,Sat,51,0.8038695955998264,40
2020-10-14,Shaun Donovan,22,1,Wed,0,0.0348360042553395,0
2020-06-29,Eric Holder,6,1,Mon,0,0.48543739174492656,0
2020-09-13,Michael Froman,15,1,Sun,42,0.16069622512441128,6
2020-06-05,Rebecca Blank,24,1,Fri,38,0.04890355061506852,1
2020-09-13,Samantha Power,7,1,Sun,92,0.26064133585896343,23
2020-07-29,Peter R. Orszag,40,1,Wed,0,0.016943623509723692,0
2020-05-07,Sloan D. Gibson,11,1,Thu,0,0.6350994142936542,0
2020-08-10,Jason Furman,27,1,Mon,0,0.25869231831748035,0
2020-08-01,Hilda Solis,3,1,Sat,42,0.6933788543334231,29
2020-08-16,Maria Contreras-Sweet,7,1,Sun,25,0.21206508899340407,5
2020-10-03,John Bryson,9,1,Sat,39,0.2400091817951761,9
